"C","Five-Minute Locational Marginal Prices"
"C","Filename: lmp_5min_final20200716_20-24.csv"
"C","Report for: 07/16/2020 - 07/16/2020"
"C","Report generated: 07/17/2020 11:44:22 EDT"
"C","Note: The Roseton congestion component is the sum of the NYISO congestion adder (if applicable) and the ISO-NE congestion component"
"H","Location ID","Local Time","Energy Component","Congestion Component","Loss Component","LMP"
"D",457,20:00:00,14.95,0.0,0.03,14.98
"D",460,20:00:00,14.95,0.0,0.04,14.99
"D",461,20:00:00,14.95,0.0,0.03,14.98
"D",462,20:00:00,14.95,0.0,-0.24,14.71
"D",463,20:00:00,14.95,0.0,-0.33,14.62
"D",464,20:00:00,14.95,0.0,-0.46,14.49
"D",465,20:00:00,14.95,0.0,-0.05,14.9
"D",467,20:00:00,14.95,0.0,-0.03,14.92
"D",468,20:00:00,14.95,0.0,0.11,15.06
"D",472,20:00:00,14.95,0.0,0.09,15.04
"D",473,20:00:00,14.95,0.0,-0.11,14.84
"D",474,20:00:00,14.95,0.0,0.04,14.99
"D",478,20:00:00,14.95,0.0,-0.12,14.83
"D",480,20:00:00,14.95,0.0,-0.12,14.83
"D",481,20:00:00,14.95,0.0,-0.12,14.83
"D",482,20:00:00,14.95,0.0,-0.22,14.73
"D",484,20:00:00,14.95,0.0,-0.41,14.54
"D",485,20:00:00,14.95,0.0,-0.41,14.54
"D",486,20:00:00,14.95,0.0,0.15,15.1
"D",487,20:00:00,14.95,0.0,-0.01,14.94
"D",489,20:00:00,14.95,0.0,0.16,15.11
"D",490,20:00:00,14.95,0.0,0.16,15.11
"D",492,20:00:00,14.95,0.0,-0.27,14.68
"D",493,20:00:00,14.95,0.0,-0.3,14.65
"D",494,20:00:00,14.95,0.0,-0.3,14.65
"D",495,20:00:00,14.95,0.0,-0.05,14.9
"D",497,20:00:00,14.95,0.0,-0.11,14.84
"D",502,20:00:00,14.95,0.0,0.05,15.0
"D",503,20:00:00,14.95,0.0,0.13,15.08
"D",508,20:00:00,14.95,0.0,-0.15,14.8
"D",513,20:00:00,14.95,0.0,-0.11,14.84
"D",515,20:00:00,14.95,0.0,-0.23,14.72
"D",527,20:00:00,14.95,0.0,-0.08,14.87
"D",528,20:00:00,14.95,0.0,-0.18,14.77
"D",529,20:00:00,14.95,0.0,-0.18,14.77
"D",531,20:00:00,14.95,0.0,-0.15,14.8
"D",532,20:00:00,14.95,0.0,-0.01,14.94
"D",536,20:00:00,14.95,0.0,0.01,14.96
"D",538,20:00:00,14.95,0.0,0.01,14.96
"D",539,20:00:00,14.95,0.0,-0.46,14.49
"D",540,20:00:00,14.95,0.0,-0.26,14.69
"D",541,20:00:00,14.95,0.0,0.14,15.09
"D",542,20:00:00,14.95,0.0,-0.17,14.78
"D",546,20:00:00,14.95,0.0,0.11,15.06
"D",547,20:00:00,14.95,0.0,-0.08,14.87
"D",549,20:00:00,14.95,0.0,0.15,15.1
"D",555,20:00:00,14.95,0.0,-0.17,14.78
"D",556,20:00:00,14.95,0.0,0.24,15.19
"D",557,20:00:00,14.95,0.0,0.24,15.19
"D",558,20:00:00,14.95,0.0,0.24,15.19
"D",559,20:00:00,14.95,0.0,0.24,15.19
"D",561,20:00:00,14.95,0.0,-0.13,14.82
"D",562,20:00:00,14.95,0.0,-0.23,14.72
"D",563,20:00:00,14.95,0.0,0.07,15.02
"D",564,20:00:00,14.95,0.0,0.07,15.02
"D",565,20:00:00,14.95,0.0,-0.92,14.03
"D",566,20:00:00,14.95,0.0,-0.05,14.9
"D",567,20:00:00,14.95,0.0,-0.06,14.89
"D",568,20:00:00,14.95,0.0,0.02,14.97
"D",569,20:00:00,14.95,0.0,-0.06,14.89
"D",570,20:00:00,14.95,0.0,-0.46,14.49
"D",572,20:00:00,14.95,0.0,-0.04,14.91
"D",573,20:00:00,14.95,0.0,-0.04,14.91
"D",574,20:00:00,14.95,0.0,-0.04,14.91
"D",575,20:00:00,14.95,0.0,-0.04,14.91
"D",580,20:00:00,14.95,0.0,-0.04,14.91
"D",581,20:00:00,14.95,0.0,-0.04,14.91
"D",583,20:00:00,14.95,0.0,-0.09,14.86
"D",584,20:00:00,14.95,0.0,-0.09,14.86
"D",587,20:00:00,14.95,0.0,-0.33,14.62
"D",590,20:00:00,14.95,0.0,-0.11,14.84
"D",591,20:00:00,14.95,0.0,-0.06,14.89
"D",592,20:00:00,14.95,0.0,0.16,15.11
"D",595,20:00:00,14.95,0.0,-0.16,14.79
"D",596,20:00:00,14.95,0.0,-0.23,14.72
"D",598,20:00:00,14.95,0.0,0.15,15.1
"D",599,20:00:00,14.95,0.0,0.17,15.12
"D",612,20:00:00,14.95,0.0,-0.02,14.93
"D",613,20:00:00,14.95,0.0,-0.02,14.93
"D",614,20:00:00,14.95,0.0,0.15,15.1
"D",616,20:00:00,14.95,0.0,-0.09,14.86
"D",617,20:00:00,14.95,0.0,-0.02,14.93
"D",618,20:00:00,14.95,0.0,-0.46,14.49
"D",619,20:00:00,14.95,0.0,0.16,15.11
"D",620,20:00:00,14.95,0.0,0.52,15.47
"D",621,20:00:00,14.95,0.0,-0.15,14.8
"D",622,20:00:00,14.95,0.0,0.04,14.99
"D",624,20:00:00,14.95,0.0,0.09,15.04
"D",625,20:00:00,14.95,0.0,-0.03,14.92
"D",626,20:00:00,14.95,0.0,-0.03,14.92
"D",627,20:00:00,14.95,0.0,0.13,15.08
"D",628,20:00:00,14.95,0.0,-0.08,14.87
"D",630,20:00:00,14.95,0.0,-0.06,14.89
"D",633,20:00:00,14.95,0.0,-0.06,14.89
"D",636,20:00:00,14.95,0.0,-0.11,14.84
"D",637,20:00:00,14.95,0.0,-0.11,14.84
"D",638,20:00:00,14.95,0.0,-0.11,14.84
"D",641,20:00:00,14.95,0.0,-0.01,14.94
"D",642,20:00:00,14.95,0.0,-0.08,14.87
"D",739,20:00:00,14.95,0.0,-0.13,14.82
"D",754,20:00:00,14.95,0.0,-0.06,14.89
"D",755,20:00:00,14.95,0.0,-0.03,14.92
"D",757,20:00:00,14.95,0.0,-0.11,14.84
"D",760,20:00:00,14.95,0.0,-0.06,14.89
"D",761,20:00:00,14.95,0.0,0.04,14.99
"D",767,20:00:00,14.95,0.0,0.28,15.23
"D",768,20:00:00,14.95,0.0,0.18,15.13
"D",769,20:00:00,14.95,0.0,-0.05,14.9
"D",774,20:00:00,14.95,0.0,-0.37,14.58
"D",779,20:00:00,14.95,0.0,0.15,15.1
"D",783,20:00:00,14.95,0.0,-0.92,14.03
"D",1005,20:00:00,14.95,0.0,0.02,14.97
"D",1030,20:00:00,14.95,0.0,0.2,15.15
"D",1031,20:00:00,14.95,0.0,0.2,15.15
"D",1032,20:00:00,14.95,0.0,-0.19,14.76
"D",1086,20:00:00,14.95,0.0,-0.1,14.85
"D",1185,20:00:00,14.95,0.0,-0.09,14.86
"D",1186,20:00:00,14.95,0.0,-0.09,14.86
"D",1187,20:00:00,14.95,0.0,-0.09,14.86
"D",1210,20:00:00,14.95,0.0,-0.12,14.83
"D",1221,20:00:00,14.95,0.0,0.03,14.98
"D",1226,20:00:00,14.95,0.0,-0.29,14.66
"D",1255,20:00:00,14.95,0.0,-0.51,14.44
"D",1286,20:00:00,14.95,0.0,-0.12,14.83
"D",1287,20:00:00,14.95,0.0,-0.12,14.83
"D",1342,20:00:00,14.95,0.0,-0.24,14.71
"D",1343,20:00:00,14.95,0.0,-0.24,14.71
"D",1344,20:00:00,14.95,0.0,-0.24,14.71
"D",1376,20:00:00,14.95,0.0,-0.06,14.89
"D",1377,20:00:00,14.95,0.0,-0.06,14.89
"D",1378,20:00:00,14.95,0.0,-0.06,14.89
"D",1379,20:00:00,14.95,0.0,-0.06,14.89
"D",1380,20:00:00,14.95,0.0,-0.06,14.89
"D",1385,20:00:00,14.95,0.0,-0.19,14.76
"D",1386,20:00:00,14.95,0.0,-0.19,14.76
"D",1412,20:00:00,14.95,0.0,-0.05,14.9
"D",1415,20:00:00,14.95,0.0,-0.05,14.9
"D",1432,20:00:00,14.95,0.0,-0.03,14.92
"D",1478,20:00:00,14.95,0.0,0.05,15.0
"D",1616,20:00:00,14.95,0.0,0.13,15.08
"D",1630,20:00:00,14.95,0.0,-0.37,14.58
"D",1649,20:00:00,14.95,0.0,-0.15,14.8
"D",1672,20:00:00,14.95,0.0,0.07,15.02
"D",1693,20:00:00,14.95,0.0,-0.06,14.89
"D",1694,20:00:00,14.95,0.0,-0.06,14.89
"D",2425,20:00:00,14.95,0.0,-0.06,14.89
"D",2426,20:00:00,14.95,0.0,0.04,14.99
"D",2430,20:00:00,14.95,0.0,0.14,15.09
"D",2431,20:00:00,14.95,0.0,0.11,15.06
"D",2432,20:00:00,14.95,0.0,0.14,15.09
"D",2433,20:00:00,14.95,0.0,0.11,15.06
"D",2434,20:00:00,14.95,0.0,0.03,14.98
"D",2435,20:00:00,14.95,0.0,0.15,15.1
"D",2437,20:00:00,14.95,0.0,0.11,15.06
"D",4000,20:00:00,14.95,0.0,0.0,14.95
"D",4001,20:00:00,14.95,0.0,0.0,14.95
"D",4002,20:00:00,14.95,0.0,0.12,15.07
"D",4003,20:00:00,14.95,0.0,-0.02,14.93
"D",4004,20:00:00,14.95,0.0,-0.1,14.85
"D",4005,20:00:00,14.95,0.0,-0.16,14.79
"D",4006,20:00:00,14.95,0.0,0.05,15.0
"D",4007,20:00:00,14.95,0.0,0.04,14.99
"D",4008,20:00:00,14.95,0.0,0.08,15.03
"D",4010,20:00:00,14.95,0.0,-0.06,14.89
"D",4011,20:00:00,14.95,0.0,-0.22,14.73
"D",4012,20:00:00,14.95,0.0,-0.25,14.7
"D",4013,20:00:00,14.95,0.0,-1.11,13.84
"D",4014,20:00:00,14.95,0.0,-0.03,14.92
"D",4017,20:00:00,14.95,0.0,0.04,14.99
"D",4077,20:00:00,14.95,0.0,-0.09,14.86
"D",4078,20:00:00,14.95,0.0,0.04,14.99
"D",4082,20:00:00,14.95,0.0,0.28,15.23
"D",4083,20:00:00,14.95,0.0,0.29,15.24
"D",4084,20:00:00,14.95,0.0,0.07,15.02
"D",4085,20:00:00,14.95,0.0,0.09,15.04
"D",4087,20:00:00,14.95,0.0,0.13,15.08
"D",4088,20:00:00,14.95,0.0,0.12,15.07
"D",4089,20:00:00,14.95,0.0,0.13,15.08
"D",4090,20:00:00,14.95,0.0,0.14,15.09
"D",4092,20:00:00,14.95,0.0,0.09,15.04
"D",4093,20:00:00,14.95,0.0,0.09,15.04
"D",4094,20:00:00,14.95,0.0,0.09,15.04
"D",4098,20:00:00,14.95,0.0,0.09,15.04
"D",4102,20:00:00,14.95,0.0,0.1,15.05
"D",4103,20:00:00,14.95,0.0,0.1,15.05
"D",4104,20:00:00,14.95,0.0,0.14,15.09
"D",4106,20:00:00,14.95,0.0,0.11,15.06
"D",4107,20:00:00,14.95,0.0,0.11,15.06
"D",4108,20:00:00,14.95,0.0,0.12,15.07
"D",4109,20:00:00,14.95,0.0,0.1,15.05
"D",4113,20:00:00,14.95,0.0,0.14,15.09
"D",4114,20:00:00,14.95,0.0,0.14,15.09
"D",4115,20:00:00,14.95,0.0,0.13,15.08
"D",4117,20:00:00,14.95,0.0,0.16,15.11
"D",4118,20:00:00,14.95,0.0,0.28,15.23
"D",4119,20:00:00,14.95,0.0,0.13,15.08
"D",4120,20:00:00,14.95,0.0,0.1,15.05
"D",4121,20:00:00,14.95,0.0,0.04,14.99
"D",4122,20:00:00,14.95,0.0,0.06,15.01
"D",4123,20:00:00,14.95,0.0,0.02,14.97
"D",4124,20:00:00,14.95,0.0,-0.17,14.78
"D",4125,20:00:00,14.95,0.0,-0.21,14.74
"D",4128,20:00:00,14.95,0.0,0.0,14.95
"D",4129,20:00:00,14.95,0.0,0.12,15.07
"D",4130,20:00:00,14.95,0.0,-0.01,14.94
"D",4132,20:00:00,14.95,0.0,-0.03,14.92
"D",4133,20:00:00,14.95,0.0,0.02,14.97
"D",4134,20:00:00,14.95,0.0,0.23,15.18
"D",4137,20:00:00,14.95,0.0,-0.51,14.44
"D",4138,20:00:00,14.95,0.0,-0.51,14.44
"D",4139,20:00:00,14.95,0.0,-0.51,14.44
"D",4141,20:00:00,14.95,0.0,0.19,15.14
"D",4142,20:00:00,14.95,0.0,0.04,14.99
"D",4143,20:00:00,14.95,0.0,0.23,15.18
"D",4144,20:00:00,14.95,0.0,0.22,15.17
"D",4145,20:00:00,14.95,0.0,0.2,15.15
"D",4146,20:00:00,14.95,0.0,0.23,15.18
"D",4148,20:00:00,14.95,0.0,0.05,15.0
"D",4149,20:00:00,14.95,0.0,0.06,15.01
"D",4150,20:00:00,14.95,0.0,0.05,15.0
"D",4151,20:00:00,14.95,0.0,0.02,14.97
"D",4152,20:00:00,14.95,0.0,-0.11,14.84
"D",4153,20:00:00,14.95,0.0,-0.11,14.84
"D",4155,20:00:00,14.95,0.0,-0.11,14.84
"D",4157,20:00:00,14.95,0.0,-0.02,14.93
"D",4158,20:00:00,14.95,0.0,0.04,14.99
"D",4160,20:00:00,14.95,0.0,-0.23,14.72
"D",4161,20:00:00,14.95,0.0,-0.34,14.61
"D",4162,20:00:00,14.95,0.0,-0.08,14.87
"D",4163,20:00:00,14.95,0.0,0.04,14.99
"D",4164,20:00:00,14.95,0.0,0.06,15.01
"D",4165,20:00:00,14.95,0.0,0.05,15.0
"D",4166,20:00:00,14.95,0.0,0.04,14.99
"D",4167,20:00:00,14.95,0.0,-0.43,14.52
"D",4168,20:00:00,14.95,0.0,-0.43,14.52
"D",4169,20:00:00,14.95,0.0,-0.38,14.57
"D",4170,20:00:00,14.95,0.0,-0.12,14.83
"D",4171,20:00:00,14.95,0.0,-0.03,14.92
"D",4173,20:00:00,14.95,0.0,-0.06,14.89
"D",4174,20:00:00,14.95,0.0,-0.07,14.88
"D",4175,20:00:00,14.95,0.0,-0.01,14.94
"D",4176,20:00:00,14.95,0.0,0.03,14.98
"D",4177,20:00:00,14.95,0.0,-0.08,14.87
"D",4178,20:00:00,14.95,0.0,-0.01,14.94
"D",4179,20:00:00,14.95,0.0,-0.17,14.78
"D",4181,20:00:00,14.95,0.0,-0.14,14.81
"D",4182,20:00:00,14.95,0.0,-0.09,14.86
"D",4183,20:00:00,14.95,0.0,-0.06,14.89
"D",4184,20:00:00,14.95,0.0,-0.05,14.9
"D",4185,20:00:00,14.95,0.0,-0.05,14.9
"D",4186,20:00:00,14.95,0.0,-0.06,14.89
"D",4187,20:00:00,14.95,0.0,-0.06,14.89
"D",4188,20:00:00,14.95,0.0,-0.05,14.9
"D",4189,20:00:00,14.95,0.0,0.06,15.01
"D",4190,20:00:00,14.95,0.0,0.09,15.04
"D",4191,20:00:00,14.95,0.0,-0.05,14.9
"D",4192,20:00:00,14.95,0.0,0.09,15.04
"D",4193,20:00:00,14.95,0.0,0.0,14.95
"D",4196,20:00:00,14.95,0.0,-0.04,14.91
"D",4197,20:00:00,14.95,0.0,-0.17,14.78
"D",4198,20:00:00,14.95,0.0,0.1,15.05
"D",4199,20:00:00,14.95,0.0,0.05,15.0
"D",4200,20:00:00,14.95,0.0,0.03,14.98
"D",4201,20:00:00,14.95,0.0,0.03,14.98
"D",4202,20:00:00,14.95,0.0,0.03,14.98
"D",4203,20:00:00,14.95,0.0,0.03,14.98
"D",4204,20:00:00,14.95,0.0,0.03,14.98
"D",4205,20:00:00,14.95,0.0,0.03,14.98
"D",4206,20:00:00,14.95,0.0,0.06,15.01
"D",4207,20:00:00,14.95,0.0,0.06,15.01
"D",4208,20:00:00,14.95,0.0,0.1,15.05
"D",4209,20:00:00,14.95,0.0,0.09,15.04
"D",4210,20:00:00,14.95,0.0,0.11,15.06
"D",4211,20:00:00,14.95,0.0,0.13,15.08
"D",4212,20:00:00,14.95,0.0,0.04,14.99
"D",4213,20:00:00,14.95,0.0,-0.06,14.89
"D",4214,20:00:00,14.95,0.0,-0.2,14.75
"D",4215,20:00:00,14.95,0.0,-0.04,14.91
"D",4216,20:00:00,14.95,0.0,-0.06,14.89
"D",4217,20:00:00,14.95,0.0,0.07,15.02
"D",4218,20:00:00,14.95,0.0,0.01,14.96
"D",4219,20:00:00,14.95,0.0,-0.02,14.93
"D",4220,20:00:00,14.95,0.0,-0.07,14.88
"D",4221,20:00:00,14.95,0.0,-0.14,14.81
"D",4222,20:00:00,14.95,0.0,0.01,14.96
"D",4223,20:00:00,14.95,0.0,0.35,15.3
"D",4226,20:00:00,14.95,0.0,0.21,15.16
"D",4227,20:00:00,14.95,0.0,0.2,15.15
"D",4228,20:00:00,14.95,0.0,0.13,15.08
"D",4229,20:00:00,14.95,0.0,0.14,15.09
"D",4230,20:00:00,14.95,0.0,0.11,15.06
"D",4231,20:00:00,14.95,0.0,0.1,15.05
"D",4232,20:00:00,14.95,0.0,0.11,15.06
"D",4233,20:00:00,14.95,0.0,0.07,15.02
"D",4234,20:00:00,14.95,0.0,0.14,15.09
"D",4235,20:00:00,14.95,0.0,0.14,15.09
"D",4236,20:00:00,14.95,0.0,0.14,15.09
"D",4237,20:00:00,14.95,0.0,0.14,15.09
"D",4238,20:00:00,14.95,0.0,0.1,15.05
"D",4239,20:00:00,14.95,0.0,0.14,15.09
"D",4240,20:00:00,14.95,0.0,0.15,15.1
"D",4241,20:00:00,14.95,0.0,0.15,15.1
"D",4242,20:00:00,14.95,0.0,0.08,15.03
"D",4244,20:00:00,14.95,0.0,0.04,14.99
"D",4245,20:00:00,14.95,0.0,0.09,15.04
"D",4247,20:00:00,14.95,0.0,0.14,15.09
"D",4248,20:00:00,14.95,0.0,0.07,15.02
"D",4249,20:00:00,14.95,0.0,0.07,15.02
"D",4250,20:00:00,14.95,0.0,0.07,15.02
"D",4251,20:00:00,14.95,0.0,-0.14,14.81
"D",4252,20:00:00,14.95,0.0,0.16,15.11
"D",4254,20:00:00,14.95,0.0,-0.03,14.92
"D",4255,20:00:00,14.95,0.0,-0.16,14.79
"D",4259,20:00:00,14.95,0.0,0.04,14.99
"D",4260,20:00:00,14.95,0.0,0.07,15.02
"D",4261,20:00:00,14.95,0.0,0.03,14.98
"D",4262,20:00:00,14.95,0.0,-0.02,14.93
"D",4263,20:00:00,14.95,0.0,-0.07,14.88
"D",4264,20:00:00,14.95,0.0,-0.11,14.84
"D",4265,20:00:00,14.95,0.0,-0.15,14.8
"D",4266,20:00:00,14.95,0.0,0.51,15.46
"D",4267,20:00:00,14.95,0.0,0.53,15.48
"D",4268,20:00:00,14.95,0.0,0.05,15.0
"D",4269,20:00:00,14.95,0.0,0.02,14.97
"D",4271,20:00:00,14.95,0.0,0.32,15.27
"D",4272,20:00:00,14.95,0.0,-0.04,14.91
"D",4273,20:00:00,14.95,0.0,-0.08,14.87
"D",4274,20:00:00,14.95,0.0,0.03,14.98
"D",4275,20:00:00,14.95,0.0,-0.28,14.67
"D",4276,20:00:00,14.95,0.0,0.04,14.99
"D",4277,20:00:00,14.95,0.0,0.02,14.97
"D",4279,20:00:00,14.95,0.0,-0.01,14.94
"D",4280,20:00:00,14.95,0.0,-0.18,14.77
"D",4282,20:00:00,14.95,0.0,-0.18,14.77
"D",4283,20:00:00,14.95,0.0,-0.18,14.77
"D",4285,20:00:00,14.95,0.0,-0.29,14.66
"D",4286,20:00:00,14.95,0.0,-0.34,14.61
"D",4287,20:00:00,14.95,0.0,-0.28,14.67
"D",4288,20:00:00,14.95,0.0,-0.26,14.69
"D",4289,20:00:00,14.95,0.0,-0.24,14.71
"D",4290,20:00:00,14.95,0.0,0.01,14.96
"D",4291,20:00:00,14.95,0.0,0.07,15.02
"D",4292,20:00:00,14.95,0.0,0.05,15.0
"D",4293,20:00:00,14.95,0.0,0.0,14.95
"D",4295,20:00:00,14.95,0.0,-0.03,14.92
"D",4296,20:00:00,14.95,0.0,-0.15,14.8
"D",4297,20:00:00,14.95,0.0,0.01,14.96
"D",4298,20:00:00,14.95,0.0,-0.27,14.68
"D",4299,20:00:00,14.95,0.0,-0.3,14.65
"D",4301,20:00:00,14.95,0.0,-0.38,14.57
"D",4302,20:00:00,14.95,0.0,-0.15,14.8
"D",4303,20:00:00,14.95,0.0,0.14,15.09
"D",4304,20:00:00,14.95,0.0,0.13,15.08
"D",4305,20:00:00,14.95,0.0,0.15,15.1
"D",4306,20:00:00,14.95,0.0,0.13,15.08
"D",4307,20:00:00,14.95,0.0,0.09,15.04
"D",4308,20:00:00,14.95,0.0,-0.03,14.92
"D",4309,20:00:00,14.95,0.0,-0.08,14.87
"D",4310,20:00:00,14.95,0.0,-0.08,14.87
"D",4312,20:00:00,14.95,0.0,-0.01,14.94
"D",4313,20:00:00,14.95,0.0,-0.05,14.9
"D",4314,20:00:00,14.95,0.0,-0.05,14.9
"D",4315,20:00:00,14.95,0.0,-0.03,14.92
"D",4316,20:00:00,14.95,0.0,-0.01,14.94
"D",4317,20:00:00,14.95,0.0,-0.06,14.89
"D",4318,20:00:00,14.95,0.0,-0.11,14.84
"D",4319,20:00:00,14.95,0.0,0.11,15.06
"D",4320,20:00:00,14.95,0.0,0.11,15.06
"D",4321,20:00:00,14.95,0.0,0.02,14.97
"D",4322,20:00:00,14.95,0.0,0.17,15.12
"D",4323,20:00:00,14.95,0.0,0.38,15.33
"D",4324,20:00:00,14.95,0.0,0.35,15.3
"D",4325,20:00:00,14.95,0.0,0.01,14.96
"D",4327,20:00:00,14.95,0.0,-0.32,14.63
"D",4328,20:00:00,14.95,0.0,-0.03,14.92
"D",4329,20:00:00,14.95,0.0,0.11,15.06
"D",4330,20:00:00,14.95,0.0,0.21,15.16
"D",4331,20:00:00,14.95,0.0,0.52,15.47
"D",4332,20:00:00,14.95,0.0,-0.1,14.85
"D",4333,20:00:00,14.95,0.0,0.05,15.0
"D",4334,20:00:00,14.95,0.0,0.11,15.06
"D",4335,20:00:00,14.95,0.0,0.14,15.09
"D",4336,20:00:00,14.95,0.0,0.15,15.1
"D",4337,20:00:00,14.95,0.0,0.16,15.11
"D",4338,20:00:00,14.95,0.0,0.18,15.13
"D",4339,20:00:00,14.95,0.0,0.0,14.95
"D",4340,20:00:00,14.95,0.0,-0.02,14.93
"D",4341,20:00:00,14.95,0.0,-0.03,14.92
"D",4342,20:00:00,14.95,0.0,-0.04,14.91
"D",4343,20:00:00,14.95,0.0,-0.02,14.93
"D",4345,20:00:00,14.95,0.0,-0.02,14.93
"D",4346,20:00:00,14.95,0.0,-0.03,14.92
"D",4347,20:00:00,14.95,0.0,-0.06,14.89
"D",4348,20:00:00,14.95,0.0,-0.04,14.91
"D",4349,20:00:00,14.95,0.0,-0.05,14.9
"D",4350,20:00:00,14.95,0.0,-0.08,14.87
"D",4351,20:00:00,14.95,0.0,-0.03,14.92
"D",4352,20:00:00,14.95,0.0,-0.01,14.94
"D",4353,20:00:00,14.95,0.0,0.03,14.98
"D",4355,20:00:00,14.95,0.0,0.03,14.98
"D",4356,20:00:00,14.95,0.0,0.02,14.97
"D",4357,20:00:00,14.95,0.0,0.02,14.97
"D",4358,20:00:00,14.95,0.0,-0.06,14.89
"D",4361,20:00:00,14.95,0.0,0.07,15.02
"D",4362,20:00:00,14.95,0.0,0.31,15.26
"D",4364,20:00:00,14.95,0.0,0.17,15.12
"D",4365,20:00:00,14.95,0.0,0.17,15.12
"D",4366,20:00:00,14.95,0.0,0.81,15.76
"D",4367,20:00:00,14.95,0.0,-0.13,14.82
