"C","Five-Minute Locational Marginal Prices"
"C","Filename: lmp_5min_final20200825_04-08.csv"
"C","Report for: 08/25/2020 - 08/25/2020"
"C","Report generated: 08/26/2020 12:21:28 EDT"
"C","Note: The Roseton congestion component is the sum of the NYISO congestion adder (if applicable) and the ISO-NE congestion component"
"H","Location ID","Local Time","Energy Component","Congestion Component","Loss Component","LMP"
"D",397,04:00:00,17.96,0.0,-0.34,17.62
"D",398,04:00:00,17.96,0.0,-0.34,17.62
"D",399,04:00:00,17.96,0.0,-0.34,17.62
"D",400,04:00:00,17.96,0.0,-0.34,17.62
"D",401,04:00:00,17.96,0.0,0.36,18.32
"D",405,04:00:00,17.96,0.0,0.12,18.08
"D",407,04:00:00,17.96,0.0,0.17,18.13
"D",410,04:00:00,17.96,0.0,-0.13,17.83
"D",412,04:00:00,17.96,0.0,0.23,18.19
"D",413,04:00:00,17.96,0.0,0.01,17.97
"D",417,04:00:00,17.96,0.0,0.14,18.1
"D",418,04:00:00,17.96,0.0,0.14,18.1
"D",419,04:00:00,17.96,0.0,0.14,18.1
"D",420,04:00:00,17.96,0.0,-0.33,17.63
"D",421,04:00:00,17.96,0.0,-0.12,17.84
"D",424,04:00:00,17.96,0.0,-0.28,17.68
"D",426,04:00:00,17.96,0.0,-0.13,17.83
"D",427,04:00:00,17.96,0.0,-0.21,17.75
"D",432,04:00:00,17.96,0.0,-0.28,17.68
"D",433,04:00:00,17.96,0.0,-0.28,17.68
"D",434,04:00:00,17.96,0.0,-0.28,17.68
"D",435,04:00:00,17.96,0.0,0.09,18.05
"D",436,04:00:00,17.96,0.0,0.41,18.37
"D",440,04:00:00,17.96,0.0,0.12,18.08
"D",445,04:00:00,17.96,0.0,-0.25,17.71
"D",446,04:00:00,17.96,0.0,0.17,18.13
"D",449,04:00:00,17.96,0.0,0.19,18.15
"D",452,04:00:00,17.96,0.0,0.15,18.11
"D",457,04:00:00,17.96,0.0,0.1,18.06
"D",460,04:00:00,17.96,0.0,0.01,17.97
"D",461,04:00:00,17.96,0.0,0.1,18.06
"D",462,04:00:00,17.96,0.0,-0.36,17.6
"D",463,04:00:00,17.96,0.0,-0.02,17.94
"D",464,04:00:00,17.96,0.0,-0.21,17.75
"D",465,04:00:00,17.96,0.0,0.17,18.13
"D",467,04:00:00,17.96,0.0,0.11,18.07
"D",468,04:00:00,17.96,0.0,0.15,18.11
"D",472,04:00:00,17.96,0.0,0.16,18.12
"D",473,04:00:00,17.96,0.0,-0.01,17.95
"D",474,04:00:00,17.96,0.0,-0.12,17.84
"D",478,04:00:00,17.96,0.0,-0.54,17.42
"D",480,04:00:00,17.96,0.0,-0.54,17.42
"D",481,04:00:00,17.96,0.0,-0.54,17.42
"D",482,04:00:00,17.96,0.0,-0.44,17.52
"D",484,04:00:00,17.96,0.0,-0.62,17.34
"D",485,04:00:00,17.96,0.0,-0.62,17.34
"D",486,04:00:00,17.96,0.0,0.16,18.12
"D",487,04:00:00,17.96,0.0,0.13,18.09
"D",489,04:00:00,17.96,0.0,0.17,18.13
"D",490,04:00:00,17.96,0.0,0.17,18.13
"D",492,04:00:00,17.96,0.0,-0.48,17.48
"D",493,04:00:00,17.96,0.0,-0.51,17.45
"D",494,04:00:00,17.96,0.0,-0.51,17.45
"D",495,04:00:00,17.96,0.0,0.12,18.08
"D",497,04:00:00,17.96,0.0,-0.12,17.84
"D",502,04:00:00,17.96,0.0,0.14,18.1
"D",503,04:00:00,17.96,0.0,0.23,18.19
"D",508,04:00:00,17.96,0.0,-0.02,17.94
"D",513,04:00:00,17.96,0.0,-0.07,17.89
"D",515,04:00:00,17.96,0.0,-0.35,17.61
"D",527,04:00:00,17.96,0.0,0.0,17.96
"D",528,04:00:00,17.96,0.0,-0.14,17.82
"D",529,04:00:00,17.96,0.0,-0.14,17.82
"D",531,04:00:00,17.96,0.0,-0.08,17.88
"D",532,04:00:00,17.96,0.0,0.13,18.09
"D",536,04:00:00,17.96,0.0,-0.09,17.87
"D",538,04:00:00,17.96,0.0,0.06,18.02
"D",539,04:00:00,17.96,0.0,-0.21,17.75
"D",540,04:00:00,17.96,0.0,-0.18,17.78
"D",541,04:00:00,17.96,0.0,0.1,18.06
"D",542,04:00:00,17.96,0.0,0.06,18.02
"D",546,04:00:00,17.96,0.0,0.21,18.17
"D",547,04:00:00,17.96,0.0,0.0,17.96
"D",549,04:00:00,17.96,0.0,0.12,18.08
"D",555,04:00:00,17.96,0.0,-0.09,17.87
"D",556,04:00:00,17.96,0.0,0.4,18.36
"D",557,04:00:00,17.96,0.0,0.4,18.36
"D",558,04:00:00,17.96,0.0,0.4,18.36
"D",559,04:00:00,17.96,0.0,0.4,18.36
"D",561,04:00:00,17.96,0.0,-0.06,17.9
"D",562,04:00:00,17.96,0.0,-0.35,17.61
"D",563,04:00:00,17.96,0.0,0.06,18.02
"D",564,04:00:00,17.96,0.0,0.06,18.02
"D",565,04:00:00,17.96,0.0,-1.15,16.81
"D",566,04:00:00,17.96,0.0,-0.3,17.66
"D",567,04:00:00,17.96,0.0,0.09,18.05
"D",568,04:00:00,17.96,0.0,0.03,17.99
"D",569,04:00:00,17.96,0.0,0.11,18.07
"D",570,04:00:00,17.96,0.0,-0.21,17.75
"D",572,04:00:00,17.96,0.0,-0.18,17.78
"D",573,04:00:00,17.96,0.0,-0.18,17.78
"D",574,04:00:00,17.96,0.0,-0.18,17.78
"D",575,04:00:00,17.96,0.0,-0.18,17.78
"D",580,04:00:00,17.96,0.0,-0.18,17.78
"D",581,04:00:00,17.96,0.0,-0.18,17.78
"D",583,04:00:00,17.96,0.0,-0.16,17.8
"D",584,04:00:00,17.96,0.0,-0.16,17.8
"D",587,04:00:00,17.96,0.0,-0.59,17.37
"D",590,04:00:00,17.96,0.0,-0.28,17.68
"D",591,04:00:00,17.96,0.0,0.12,18.08
"D",592,04:00:00,17.96,0.0,0.73,18.69
"D",595,04:00:00,17.96,0.0,-0.33,17.63
"D",596,04:00:00,17.96,0.0,-0.35,17.61
"D",598,04:00:00,17.96,0.0,0.07,18.03
"D",599,04:00:00,17.96,0.0,0.42,18.38
"D",612,04:00:00,17.96,0.0,0.12,18.08
"D",613,04:00:00,17.96,0.0,0.12,18.08
"D",614,04:00:00,17.96,0.0,0.12,18.08
"D",616,04:00:00,17.96,0.0,-0.28,17.68
"D",617,04:00:00,17.96,0.0,-0.12,17.84
"D",618,04:00:00,17.96,0.0,-0.21,17.75
"D",619,04:00:00,17.96,0.0,0.73,18.69
"D",620,04:00:00,17.96,0.0,0.54,18.5
"D",621,04:00:00,17.96,0.0,-0.23,17.73
"D",622,04:00:00,17.96,0.0,-0.12,17.84
"D",624,04:00:00,17.96,0.0,0.1,18.06
"D",625,04:00:00,17.96,0.0,-0.02,17.94
"D",626,04:00:00,17.96,0.0,-0.02,17.94
"D",627,04:00:00,17.96,0.0,0.15,18.11
"D",628,04:00:00,17.96,0.0,-0.16,17.8
"D",630,04:00:00,17.96,0.0,-0.18,17.78
"D",633,04:00:00,17.96,0.0,-0.18,17.78
"D",636,04:00:00,17.96,0.0,-0.28,17.68
"D",637,04:00:00,17.96,0.0,-0.28,17.68
"D",638,04:00:00,17.96,0.0,-0.28,17.68
"D",641,04:00:00,17.96,0.0,0.19,18.15
"D",642,04:00:00,17.96,0.0,0.05,18.01
"D",739,04:00:00,17.96,0.0,-0.46,17.5
"D",754,04:00:00,17.96,0.0,0.11,18.07
"D",755,04:00:00,17.96,0.0,0.12,18.08
"D",757,04:00:00,17.96,0.0,-0.28,17.68
"D",760,04:00:00,17.96,0.0,0.11,18.07
"D",761,04:00:00,17.96,0.0,0.01,17.97
"D",767,04:00:00,17.96,0.0,0.29,18.25
"D",768,04:00:00,17.96,0.0,0.2,18.16
"D",769,04:00:00,17.96,0.0,-0.11,17.85
"D",774,04:00:00,17.96,0.0,-0.57,17.39
"D",779,04:00:00,17.96,0.0,0.12,18.08
"D",783,04:00:00,17.96,0.0,-1.15,16.81
"D",1005,04:00:00,17.96,0.0,0.03,17.99
"D",1030,04:00:00,17.96,0.0,0.19,18.15
"D",1031,04:00:00,17.96,0.0,0.19,18.15
"D",1032,04:00:00,17.96,0.0,-0.37,17.59
"D",1086,04:00:00,17.96,0.0,-0.24,17.72
"D",1185,04:00:00,17.96,0.0,-0.16,17.8
"D",1186,04:00:00,17.96,0.0,-0.16,17.8
"D",1187,04:00:00,17.96,0.0,-0.16,17.8
"D",1210,04:00:00,17.96,0.0,-0.16,17.8
"D",1221,04:00:00,17.96,0.0,-0.13,17.83
"D",1226,04:00:00,17.96,0.0,-0.36,17.6
"D",1255,04:00:00,17.96,0.0,0.06,18.02
"D",1286,04:00:00,17.96,0.0,-0.1,17.86
"D",1287,04:00:00,17.96,0.0,-0.1,17.86
"D",1342,04:00:00,17.96,0.0,-0.27,17.69
"D",1343,04:00:00,17.96,0.0,-0.27,17.69
"D",1344,04:00:00,17.96,0.0,-0.27,17.69
"D",1376,04:00:00,17.96,0.0,-0.15,17.81
"D",1377,04:00:00,17.96,0.0,-0.15,17.81
"D",1378,04:00:00,17.96,0.0,-0.15,17.81
"D",1379,04:00:00,17.96,0.0,-0.15,17.81
"D",1380,04:00:00,17.96,0.0,-0.15,17.81
"D",1385,04:00:00,17.96,0.0,-0.33,17.63
"D",1386,04:00:00,17.96,0.0,-0.33,17.63
"D",1412,04:00:00,17.96,0.0,-0.04,17.92
"D",1415,04:00:00,17.96,0.0,-0.04,17.92
"D",1432,04:00:00,17.96,0.0,-0.01,17.95
"D",1478,04:00:00,17.96,0.0,0.14,18.1
"D",1616,04:00:00,17.96,0.0,0.23,18.19
"D",1630,04:00:00,17.96,0.0,-0.14,17.82
"D",1649,04:00:00,17.96,0.0,-0.02,17.94
"D",1672,04:00:00,17.96,0.0,0.15,18.11
"D",1693,04:00:00,17.96,0.0,-0.18,17.78
"D",1694,04:00:00,17.96,0.0,-0.18,17.78
"D",2425,04:00:00,17.96,0.0,-0.18,17.78
"D",2426,04:00:00,17.96,0.0,0.01,17.97
"D",2430,04:00:00,17.96,0.0,0.1,18.06
"D",2431,04:00:00,17.96,0.0,0.15,18.11
"D",2432,04:00:00,17.96,0.0,0.1,18.06
"D",2433,04:00:00,17.96,0.0,0.15,18.11
"D",2434,04:00:00,17.96,0.0,-0.13,17.83
"D",2435,04:00:00,17.96,0.0,0.07,18.03
"D",2437,04:00:00,17.96,0.0,0.15,18.11
"D",4000,04:00:00,17.96,0.0,0.01,17.97
"D",4001,04:00:00,17.96,0.0,0.09,18.05
"D",4002,04:00:00,17.96,0.0,0.19,18.15
"D",4003,04:00:00,17.96,0.0,-0.09,17.87
"D",4004,04:00:00,17.96,0.0,-0.26,17.7
"D",4005,04:00:00,17.96,0.0,-0.08,17.88
"D",4006,04:00:00,17.96,0.0,0.06,18.02
"D",4007,04:00:00,17.96,0.0,0.04,18.0
"D",4008,04:00:00,17.96,0.0,0.17,18.13
"D",4010,04:00:00,17.96,0.0,-0.35,17.61
"D",4011,04:00:00,17.96,0.0,-0.41,17.55
"D",4012,04:00:00,17.96,0.0,-0.23,17.73
"D",4013,04:00:00,17.96,0.0,-1.39,16.57
"D",4014,04:00:00,17.96,0.0,-0.07,17.89
"D",4017,04:00:00,17.96,0.0,-0.21,17.75
"D",4077,04:00:00,17.96,0.0,-0.28,17.68
"D",4078,04:00:00,17.96,0.0,-0.07,17.89
"D",4082,04:00:00,17.96,0.0,0.17,18.13
"D",4083,04:00:00,17.96,0.0,0.18,18.14
"D",4084,04:00:00,17.96,0.0,0.15,18.11
"D",4085,04:00:00,17.96,0.0,0.18,18.14
"D",4087,04:00:00,17.96,0.0,0.23,18.19
"D",4088,04:00:00,17.96,0.0,0.14,18.1
"D",4089,04:00:00,17.96,0.0,0.19,18.15
"D",4090,04:00:00,17.96,0.0,0.19,18.15
"D",4092,04:00:00,17.96,0.0,0.16,18.12
"D",4093,04:00:00,17.96,0.0,0.16,18.12
"D",4094,04:00:00,17.96,0.0,0.16,18.12
"D",4098,04:00:00,17.96,0.0,0.17,18.13
"D",4102,04:00:00,17.96,0.0,0.17,18.13
"D",4103,04:00:00,17.96,0.0,0.17,18.13
"D",4104,04:00:00,17.96,0.0,0.23,18.19
"D",4106,04:00:00,17.96,0.0,0.2,18.16
"D",4107,04:00:00,17.96,0.0,0.2,18.16
"D",4108,04:00:00,17.96,0.0,0.19,18.15
"D",4109,04:00:00,17.96,0.0,0.17,18.13
"D",4113,04:00:00,17.96,0.0,0.18,18.14
"D",4114,04:00:00,17.96,0.0,0.17,18.13
"D",4115,04:00:00,17.96,0.0,0.16,18.12
"D",4117,04:00:00,17.96,0.0,0.17,18.13
"D",4118,04:00:00,17.96,0.0,0.3,18.26
"D",4119,04:00:00,17.96,0.0,0.15,18.11
"D",4120,04:00:00,17.96,0.0,0.13,18.09
"D",4121,04:00:00,17.96,0.0,0.07,18.03
"D",4122,04:00:00,17.96,0.0,0.09,18.05
"D",4123,04:00:00,17.96,0.0,0.05,18.01
"D",4124,04:00:00,17.96,0.0,-0.11,17.85
"D",4125,04:00:00,17.96,0.0,-0.14,17.82
"D",4128,04:00:00,17.96,0.0,0.06,18.02
"D",4129,04:00:00,17.96,0.0,0.15,18.11
"D",4130,04:00:00,17.96,0.0,0.19,18.15
"D",4132,04:00:00,17.96,0.0,0.12,18.08
"D",4133,04:00:00,17.96,0.0,0.14,18.1
"D",4134,04:00:00,17.96,0.0,0.39,18.35
"D",4137,04:00:00,17.96,0.0,0.07,18.03
"D",4138,04:00:00,17.96,0.0,0.06,18.02
"D",4139,04:00:00,17.96,0.0,0.07,18.03
"D",4141,04:00:00,17.96,0.0,0.11,18.07
"D",4142,04:00:00,17.96,0.0,0.01,17.97
"D",4143,04:00:00,17.96,0.0,0.22,18.18
"D",4144,04:00:00,17.96,0.0,0.17,18.13
"D",4145,04:00:00,17.96,0.0,0.19,18.15
"D",4146,04:00:00,17.96,0.0,0.22,18.18
"D",4148,04:00:00,17.96,0.0,-0.11,17.85
"D",4149,04:00:00,17.96,0.0,0.09,18.05
"D",4150,04:00:00,17.96,0.0,-0.11,17.85
"D",4151,04:00:00,17.96,0.0,-0.15,17.81
"D",4152,04:00:00,17.96,0.0,-0.28,17.68
"D",4153,04:00:00,17.96,0.0,-0.28,17.68
"D",4155,04:00:00,17.96,0.0,-0.28,17.68
"D",4157,04:00:00,17.96,0.0,-0.12,17.84
"D",4160,04:00:00,17.96,0.0,-0.03,17.93
"D",4161,04:00:00,17.96,0.0,0.0,17.96
"D",4162,04:00:00,17.96,0.0,0.07,18.03
"D",4163,04:00:00,17.96,0.0,0.09,18.05
"D",4164,04:00:00,17.96,0.0,0.1,18.06
"D",4165,04:00:00,17.96,0.0,0.07,18.03
"D",4166,04:00:00,17.96,0.0,0.07,18.03
"D",4167,04:00:00,17.96,0.0,-0.01,17.95
"D",4168,04:00:00,17.96,0.0,-0.01,17.95
"D",4169,04:00:00,17.96,0.0,0.13,18.09
"D",4170,04:00:00,17.96,0.0,0.21,18.17
"D",4171,04:00:00,17.96,0.0,0.16,18.12
"D",4173,04:00:00,17.96,0.0,0.1,18.06
"D",4174,04:00:00,17.96,0.0,0.19,18.15
"D",4175,04:00:00,17.96,0.0,0.13,18.09
"D",4176,04:00:00,17.96,0.0,0.14,18.1
"D",4177,04:00:00,17.96,0.0,0.11,18.07
"D",4178,04:00:00,17.96,0.0,0.2,18.16
"D",4179,04:00:00,17.96,0.0,0.06,18.02
"D",4181,04:00:00,17.96,0.0,0.09,18.05
"D",4182,04:00:00,17.96,0.0,0.14,18.1
"D",4183,04:00:00,17.96,0.0,0.16,18.12
"D",4184,04:00:00,17.96,0.0,0.16,18.12
"D",4185,04:00:00,17.96,0.0,0.16,18.12
"D",4186,04:00:00,17.96,0.0,0.12,18.08
"D",4187,04:00:00,17.96,0.0,0.11,18.07
"D",4188,04:00:00,17.96,0.0,0.12,18.08
"D",4189,04:00:00,17.96,0.0,0.22,18.18
"D",4190,04:00:00,17.96,0.0,0.24,18.2
"D",4191,04:00:00,17.96,0.0,0.1,18.06
"D",4192,04:00:00,17.96,0.0,0.15,18.11
"D",4193,04:00:00,17.96,0.0,0.42,18.38
"D",4196,04:00:00,17.96,0.0,-0.03,17.93
"D",4197,04:00:00,17.96,0.0,-0.11,17.85
"D",4198,04:00:00,17.96,0.0,0.11,18.07
"D",4199,04:00:00,17.96,0.0,0.06,18.02
"D",4200,04:00:00,17.96,0.0,0.05,18.01
"D",4201,04:00:00,17.96,0.0,0.05,18.01
"D",4202,04:00:00,17.96,0.0,0.05,18.01
"D",4203,04:00:00,17.96,0.0,0.05,18.01
"D",4204,04:00:00,17.96,0.0,0.05,18.01
"D",4205,04:00:00,17.96,0.0,0.05,18.01
"D",4206,04:00:00,17.96,0.0,0.08,18.04
"D",4207,04:00:00,17.96,0.0,0.08,18.04
"D",4208,04:00:00,17.96,0.0,0.11,18.07
"D",4209,04:00:00,17.96,0.0,0.1,18.06
"D",4210,04:00:00,17.96,0.0,0.12,18.08
"D",4211,04:00:00,17.96,0.0,0.14,18.1
"D",4212,04:00:00,17.96,0.0,0.06,18.02
"D",4213,04:00:00,17.96,0.0,-0.03,17.93
"D",4214,04:00:00,17.96,0.0,-0.25,17.71
"D",4215,04:00:00,17.96,0.0,-0.01,17.95
"D",4216,04:00:00,17.96,0.0,0.0,17.96
"D",4217,04:00:00,17.96,0.0,0.12,18.08
"D",4218,04:00:00,17.96,0.0,0.06,18.02
"D",4219,04:00:00,17.96,0.0,0.04,18.0
"D",4220,04:00:00,17.96,0.0,0.0,17.96
"D",4221,04:00:00,17.96,0.0,-0.07,17.89
"D",4222,04:00:00,17.96,0.0,0.06,18.02
"D",4223,04:00:00,17.96,0.0,0.37,18.33
"D",4226,04:00:00,17.96,0.0,0.21,18.17
"D",4227,04:00:00,17.96,0.0,0.2,18.16
"D",4228,04:00:00,17.96,0.0,0.13,18.09
"D",4229,04:00:00,17.96,0.0,0.13,18.09
"D",4230,04:00:00,17.96,0.0,0.1,18.06
"D",4231,04:00:00,17.96,0.0,0.1,18.06
"D",4232,04:00:00,17.96,0.0,0.1,18.06
"D",4233,04:00:00,17.96,0.0,0.07,18.03
"D",4234,04:00:00,17.96,0.0,0.15,18.11
"D",4235,04:00:00,17.96,0.0,0.14,18.1
"D",4236,04:00:00,17.96,0.0,0.14,18.1
"D",4237,04:00:00,17.96,0.0,0.14,18.1
"D",4238,04:00:00,17.96,0.0,0.1,18.06
"D",4239,04:00:00,17.96,0.0,0.15,18.11
"D",4240,04:00:00,17.96,0.0,0.16,18.12
"D",4241,04:00:00,17.96,0.0,0.16,18.12
"D",4242,04:00:00,17.96,0.0,0.09,18.05
"D",4244,04:00:00,17.96,0.0,0.05,18.01
"D",4245,04:00:00,17.96,0.0,0.09,18.05
"D",4247,04:00:00,17.96,0.0,0.15,18.11
"D",4248,04:00:00,17.96,0.0,0.15,18.11
"D",4249,04:00:00,17.96,0.0,0.15,18.11
"D",4250,04:00:00,17.96,0.0,0.15,18.11
"D",4251,04:00:00,17.96,0.0,-0.1,17.86
"D",4252,04:00:00,17.96,0.0,0.17,18.13
"D",4254,04:00:00,17.96,0.0,-0.05,17.91
"D",4255,04:00:00,17.96,0.0,-0.09,17.87
"D",4259,04:00:00,17.96,0.0,0.13,18.09
"D",4260,04:00:00,17.96,0.0,0.14,18.1
"D",4261,04:00:00,17.96,0.0,0.1,18.06
"D",4262,04:00:00,17.96,0.0,0.02,17.98
"D",4263,04:00:00,17.96,0.0,-0.03,17.93
"D",4264,04:00:00,17.96,0.0,-0.01,17.95
"D",4265,04:00:00,17.96,0.0,-0.02,17.94
"D",4266,04:00:00,17.96,0.0,0.52,18.48
"D",4267,04:00:00,17.96,0.0,0.54,18.5
"D",4268,04:00:00,17.96,0.0,0.08,18.04
"D",4269,04:00:00,17.96,0.0,0.06,18.02
"D",4271,04:00:00,17.96,0.0,0.34,18.3
"D",4272,04:00:00,17.96,0.0,0.02,17.98
"D",4273,04:00:00,17.96,0.0,-0.04,17.92
"D",4274,04:00:00,17.96,0.0,0.1,18.06
"D",4275,04:00:00,17.96,0.0,-0.33,17.63
"D",4276,04:00:00,17.96,0.0,0.04,18.0
"D",4277,04:00:00,17.96,0.0,0.04,18.0
"D",4279,04:00:00,17.96,0.0,0.02,17.98
"D",4280,04:00:00,17.96,0.0,-0.08,17.88
"D",4282,04:00:00,17.96,0.0,-0.08,17.88
"D",4283,04:00:00,17.96,0.0,-0.08,17.88
"D",4285,04:00:00,17.96,0.0,-0.11,17.85
"D",4286,04:00:00,17.96,0.0,-0.14,17.82
"D",4287,04:00:00,17.96,0.0,-0.13,17.83
"D",4288,04:00:00,17.96,0.0,-0.12,17.84
"D",4289,04:00:00,17.96,0.0,-0.12,17.84
"D",4290,04:00:00,17.96,0.0,0.02,17.98
"D",4291,04:00:00,17.96,0.0,0.07,18.03
"D",4292,04:00:00,17.96,0.0,0.06,18.02
"D",4293,04:00:00,17.96,0.0,0.01,17.97
"D",4295,04:00:00,17.96,0.0,0.01,17.97
"D",4296,04:00:00,17.96,0.0,-0.07,17.89
"D",4297,04:00:00,17.96,0.0,0.06,18.02
"D",4298,04:00:00,17.96,0.0,-0.14,17.82
"D",4299,04:00:00,17.96,0.0,-0.17,17.79
"D",4301,04:00:00,17.96,0.0,-0.22,17.74
"D",4302,04:00:00,17.96,0.0,-0.08,17.88
"D",4303,04:00:00,17.96,0.0,0.15,18.11
"D",4304,04:00:00,17.96,0.0,0.15,18.11
"D",4305,04:00:00,17.96,0.0,0.16,18.12
"D",4306,04:00:00,17.96,0.0,0.14,18.1
"D",4307,04:00:00,17.96,0.0,0.13,18.09
"D",4308,04:00:00,17.96,0.0,0.04,18.0
"D",4309,04:00:00,17.96,0.0,0.09,18.05
"D",4310,04:00:00,17.96,0.0,-0.01,17.95
"D",4312,04:00:00,17.96,0.0,-0.08,17.88
"D",4313,04:00:00,17.96,0.0,0.17,18.13
"D",4314,04:00:00,17.96,0.0,-0.11,17.85
"D",4315,04:00:00,17.96,0.0,-0.1,17.86
"D",4316,04:00:00,17.96,0.0,-0.09,17.87
"D",4317,04:00:00,17.96,0.0,-0.11,17.85
"D",4318,04:00:00,17.96,0.0,-0.15,17.81
"D",4319,04:00:00,17.96,0.0,0.12,18.08
"D",4320,04:00:00,17.96,0.0,0.12,18.08
"D",4321,04:00:00,17.96,0.0,0.03,17.99
"D",4322,04:00:00,17.96,0.0,0.18,18.14
"D",4323,04:00:00,17.96,0.0,0.4,18.36
"D",4324,04:00:00,17.96,0.0,0.37,18.33
"D",4325,04:00:00,17.96,0.0,0.05,18.01
"D",4327,04:00:00,17.96,0.0,-0.23,17.73
"D",4328,04:00:00,17.96,0.0,0.01,17.97
"D",4329,04:00:00,17.96,0.0,0.15,18.11
"D",4330,04:00:00,17.96,0.0,0.26,18.22
"D",4331,04:00:00,17.96,0.0,0.54,18.5
"D",4332,04:00:00,17.96,0.0,-0.05,17.91
"D",4333,04:00:00,17.96,0.0,0.12,18.08
"D",4334,04:00:00,17.96,0.0,0.22,18.18
"D",4335,04:00:00,17.96,0.0,0.25,18.21
"D",4336,04:00:00,17.96,0.0,0.26,18.22
"D",4337,04:00:00,17.96,0.0,0.27,18.23
"D",4338,04:00:00,17.96,0.0,0.3,18.26
"D",4339,04:00:00,17.96,0.0,0.11,18.07
"D",4340,04:00:00,17.96,0.0,0.11,18.07
"D",4341,04:00:00,17.96,0.0,0.11,18.07
"D",4342,04:00:00,17.96,0.0,0.11,18.07
"D",4343,04:00:00,17.96,0.0,0.12,18.08
"D",4345,04:00:00,17.96,0.0,0.12,18.08
"D",4346,04:00:00,17.96,0.0,0.08,18.04
"D",4347,04:00:00,17.96,0.0,0.03,17.99
"D",4348,04:00:00,17.96,0.0,0.05,18.01
"D",4349,04:00:00,17.96,0.0,0.03,17.99
"D",4350,04:00:00,17.96,0.0,0.0,17.96
"D",4351,04:00:00,17.96,0.0,0.04,18.0
"D",4352,04:00:00,17.96,0.0,0.07,18.03
"D",4353,04:00:00,17.96,0.0,0.1,18.06
"D",4355,04:00:00,17.96,0.0,0.1,18.06
"D",4356,04:00:00,17.96,0.0,0.1,18.06
"D",4357,04:00:00,17.96,0.0,0.08,18.04
"D",4358,04:00:00,17.96,0.0,-0.02,17.94
"D",4361,04:00:00,17.96,0.0,0.1,18.06
"D",4362,04:00:00,17.96,0.0,0.34,18.3
"D",4364,04:00:00,17.96,0.0,0.13,18.09
"D",4365,04:00:00,17.96,0.0,0.42,18.38
"D",4366,04:00:00,17.96,0.0,0.93,18.89
"D",4367,04:00:00,17.96,0.0,-0.06,17.9
"D",4370,04:00:00,17.96,0.0,0.22,18.18
"D",4371,04:00:00,17.96,0.0,0.39,18.35
"D",4372,04:00:00,17.96,0.0,0.01,17.97
"D",4373,04:00:00,17.96,0.0,-0.07,17.89
