"C","Five-Minute Locational Marginal Prices"
"C","Filename: lmp_5min_final20200506_16-20.csv"
"C","Report for: 05/06/2020 - 05/06/2020"
"C","Report generated: 05/07/2020 11:45:13 EDT"
"C","Note: The Roseton congestion component is the sum of the NYISO congestion adder (if applicable) and the ISO-NE congestion component"
"H","Location ID","Local Time","Energy Component","Congestion Component","Loss Component","LMP"
"D",484,16:00:00,28.37,0.0,-0.57,27.8
"D",485,16:00:00,28.37,0.0,-0.57,27.8
"D",486,16:00:00,28.37,0.0,0.49,28.86
"D",487,16:00:00,28.37,0.0,-0.28,28.09
"D",489,16:00:00,28.37,0.0,0.18,28.55
"D",490,16:00:00,28.37,0.0,0.18,28.55
"D",492,16:00:00,28.37,0.0,-0.36,28.01
"D",493,16:00:00,28.37,0.0,-0.41,27.96
"D",494,16:00:00,28.37,0.0,-0.41,27.96
"D",495,16:00:00,28.37,0.0,-0.28,28.09
"D",497,16:00:00,28.37,0.0,0.01,28.38
"D",502,16:00:00,28.37,0.0,0.15,28.52
"D",503,16:00:00,28.37,0.0,-0.08,28.29
"D",508,16:00:00,28.37,0.0,-0.19,28.18
"D",513,16:00:00,28.37,0.0,-0.08,28.29
"D",515,16:00:00,28.37,0.0,-0.3,28.07
"D",527,16:00:00,28.37,0.0,-0.04,28.33
"D",528,16:00:00,28.37,0.0,-0.01,28.36
"D",529,16:00:00,28.37,0.0,-0.01,28.36
"D",531,16:00:00,28.37,0.0,0.01,28.38
"D",532,16:00:00,28.37,0.0,-0.28,28.09
"D",536,16:00:00,28.37,0.0,-0.66,27.71
"D",538,16:00:00,28.37,0.0,0.01,28.38
"D",539,16:00:00,28.37,0.0,-0.97,27.4
"D",540,16:00:00,28.37,0.0,0.57,28.94
"D",541,16:00:00,28.37,0.0,-0.31,28.06
"D",542,16:00:00,28.37,0.0,-0.28,28.09
"D",546,16:00:00,28.37,0.0,0.13,28.5
"D",547,16:00:00,28.37,0.0,-0.04,28.33
"D",549,16:00:00,28.37,0.0,-0.26,28.11
"D",555,16:00:00,28.37,0.0,-0.23,28.14
"D",556,16:00:00,28.37,0.0,0.51,28.88
"D",557,16:00:00,28.37,0.0,0.51,28.88
"D",558,16:00:00,28.37,0.0,0.51,28.88
"D",559,16:00:00,28.37,0.0,0.51,28.88
"D",561,16:00:00,28.37,0.0,-0.85,27.52
"D",562,16:00:00,28.37,0.0,-0.3,28.07
"D",563,16:00:00,28.37,0.0,0.36,28.73
"D",564,16:00:00,28.37,0.0,0.36,28.73
"D",565,16:00:00,28.37,0.0,-2.6,25.77
"D",566,16:00:00,28.37,0.0,-0.62,27.75
"D",567,16:00:00,28.37,0.0,-0.79,27.58
"D",568,16:00:00,28.37,0.0,0.18,28.55
"D",569,16:00:00,28.37,0.0,-0.15,28.22
"D",570,16:00:00,28.37,0.0,-0.97,27.4
"D",572,16:00:00,28.37,0.0,0.07,28.44
"D",573,16:00:00,28.37,0.0,0.07,28.44
"D",574,16:00:00,28.37,0.0,0.07,28.44
"D",575,16:00:00,28.37,0.0,0.07,28.44
"D",580,16:00:00,28.37,0.0,0.07,28.44
"D",581,16:00:00,28.37,0.0,0.07,28.44
"D",583,16:00:00,28.37,0.0,-0.09,28.28
"D",584,16:00:00,28.37,0.0,-0.09,28.28
"D",587,16:00:00,28.37,0.0,-0.89,27.48
"D",590,16:00:00,28.37,0.0,-0.98,27.39
"D",591,16:00:00,28.37,0.0,-0.18,28.19
"D",592,16:00:00,28.37,0.0,0.35,28.72
"D",595,16:00:00,28.37,0.0,-0.38,27.99
"D",596,16:00:00,28.37,0.0,-0.3,28.07
"D",598,16:00:00,28.37,0.0,-0.45,27.92
"D",599,16:00:00,28.37,0.0,-1.86,26.51
"D",612,16:00:00,28.37,0.0,0.21,28.58
"D",613,16:00:00,28.37,0.0,0.22,28.59
"D",614,16:00:00,28.37,0.0,-0.58,27.79
"D",616,16:00:00,28.37,0.0,-1.07,27.3
"D",617,16:00:00,28.37,0.0,-0.72,27.65
"D",618,16:00:00,28.37,0.0,-0.97,27.4
"D",619,16:00:00,28.37,0.0,0.35,28.72
"D",620,16:00:00,28.37,0.0,0.03,28.4
"D",621,16:00:00,28.37,0.0,-0.97,27.4
"D",622,16:00:00,28.37,0.0,-0.96,27.41
"D",624,16:00:00,28.37,0.0,0.25,28.62
"D",625,16:00:00,28.37,0.0,0.21,28.58
"D",626,16:00:00,28.37,0.0,0.21,28.58
"D",627,16:00:00,28.37,0.0,0.52,28.89
"D",628,16:00:00,28.37,0.0,-0.71,27.66
"D",630,16:00:00,28.37,0.0,0.07,28.44
"D",633,16:00:00,28.37,0.0,0.07,28.44
"D",636,16:00:00,28.37,0.0,-0.98,27.39
"D",637,16:00:00,28.37,0.0,-0.98,27.39
"D",638,16:00:00,28.37,0.0,-0.98,27.39
"D",641,16:00:00,28.37,0.0,-0.12,28.25
"D",642,16:00:00,28.37,0.0,-0.27,28.1
"D",739,16:00:00,28.37,0.0,-0.53,27.84
"D",754,16:00:00,28.37,0.0,-0.15,28.22
"D",755,16:00:00,28.37,0.0,-0.16,28.21
"D",757,16:00:00,28.37,0.0,-0.98,27.39
"D",760,16:00:00,28.37,0.0,-0.15,28.22
"D",761,16:00:00,28.37,0.0,-0.52,27.85
"D",767,16:00:00,28.37,0.0,0.31,28.68
"D",768,16:00:00,28.37,0.0,0.2,28.57
"D",769,16:00:00,28.37,0.0,0.05,28.42
"D",774,16:00:00,28.37,0.0,-1.66,26.71
"D",779,16:00:00,28.37,0.0,-0.58,27.79
"D",783,16:00:00,28.37,0.0,-2.6,25.77
"D",1005,16:00:00,28.37,0.0,0.31,28.68
"D",1030,16:00:00,28.37,0.0,0.54,28.91
"D",1031,16:00:00,28.37,0.0,0.54,28.91
"D",1032,16:00:00,28.37,0.0,-0.49,27.88
"D",1086,16:00:00,28.37,0.0,0.07,28.44
"D",1185,16:00:00,28.37,0.0,-0.09,28.28
"D",1186,16:00:00,28.37,0.0,-0.09,28.28
"D",1187,16:00:00,28.37,0.0,-0.09,28.28
"D",1210,16:00:00,28.37,0.0,0.05,28.42
"D",1221,16:00:00,28.37,0.0,-0.96,27.41
"D",1226,16:00:00,28.37,0.0,-0.47,27.9
"D",1255,16:00:00,28.37,0.0,-0.42,27.95
"D",1286,16:00:00,28.37,0.0,0.12,28.49
"D",1287,16:00:00,28.37,0.0,0.12,28.49
"D",1342,16:00:00,28.37,0.0,-0.18,28.19
"D",1343,16:00:00,28.37,0.0,-0.18,28.19
"D",1344,16:00:00,28.37,0.0,-0.18,28.19
"D",1376,16:00:00,28.37,0.0,-0.14,28.23
"D",1377,16:00:00,28.37,0.0,-0.14,28.23
"D",1378,16:00:00,28.37,0.0,-0.14,28.23
"D",1379,16:00:00,28.37,0.0,-0.14,28.23
"D",1380,16:00:00,28.37,0.0,-0.14,28.23
"D",1385,16:00:00,28.37,0.0,-0.54,27.83
"D",1386,16:00:00,28.37,0.0,-0.54,27.83
"D",1412,16:00:00,28.37,0.0,0.22,28.59
"D",1415,16:00:00,28.37,0.0,0.22,28.59
"D",1432,16:00:00,28.37,0.0,0.2,28.57
"D",1478,16:00:00,28.37,0.0,0.15,28.52
"D",1616,16:00:00,28.37,0.0,-0.08,28.29
"D",1630,16:00:00,28.37,0.0,-0.24,28.13
"D",1649,16:00:00,28.37,0.0,-0.19,28.18
"D",1672,16:00:00,28.37,0.0,0.27,28.64
"D",1693,16:00:00,28.37,0.0,0.07,28.44
"D",1694,16:00:00,28.37,0.0,0.07,28.44
"D",2425,16:00:00,28.37,0.0,0.07,28.44
"D",2426,16:00:00,28.37,0.0,-0.52,27.85
"D",2430,16:00:00,28.37,0.0,-0.31,28.06
"D",2431,16:00:00,28.37,0.0,-0.48,27.89
"D",2432,16:00:00,28.37,0.0,-0.31,28.06
"D",2433,16:00:00,28.37,0.0,-0.48,27.89
"D",2434,16:00:00,28.37,0.0,-0.96,27.41
"D",2435,16:00:00,28.37,0.0,-0.45,27.92
"D",2437,16:00:00,28.37,0.0,-0.48,27.89
"D",4000,16:00:00,28.37,0.0,0.1,28.47
"D",4001,16:00:00,28.37,0.0,-0.28,28.09
"D",4002,16:00:00,28.37,0.0,0.11,28.48
"D",4003,16:00:00,28.37,0.0,-0.85,27.52
"D",4004,16:00:00,28.37,0.0,-0.24,28.13
"D",4005,16:00:00,28.37,0.0,0.01,28.38
"D",4006,16:00:00,28.37,0.0,0.43,28.8
"D",4007,16:00:00,28.37,0.0,0.06,28.43
"D",4008,16:00:00,28.37,0.0,0.28,28.65
"D",4010,16:00:00,28.37,0.0,-1.2,27.17
"D",4011,16:00:00,28.37,0.0,-0.99,27.38
"D",4012,16:00:00,28.37,0.0,-0.15,28.22
"D",4013,16:00:00,28.37,0.0,-2.97,25.4
"D",4014,16:00:00,28.37,0.0,0.32,28.69
"D",4017,16:00:00,28.37,0.0,-0.32,28.05
"D",4077,16:00:00,28.37,0.0,-1.07,27.3
"D",4078,16:00:00,28.37,0.0,-0.62,27.75
"D",4082,16:00:00,28.37,0.0,-0.21,28.16
"D",4083,16:00:00,28.37,0.0,-0.21,28.16
"D",4084,16:00:00,28.37,0.0,0.22,28.59
"D",4085,16:00:00,28.37,0.0,0.62,28.99
"D",4087,16:00:00,28.37,0.0,-0.08,28.29
"D",4088,16:00:00,28.37,0.0,0.43,28.8
"D",4089,16:00:00,28.37,0.0,0.49,28.86
"D",4090,16:00:00,28.37,0.0,0.49,28.86
"D",4092,16:00:00,28.37,0.0,0.33,28.7
"D",4093,16:00:00,28.37,0.0,0.33,28.7
"D",4094,16:00:00,28.37,0.0,0.33,28.7
"D",4098,16:00:00,28.37,0.0,0.32,28.69
"D",4102,16:00:00,28.37,0.0,0.34,28.71
"D",4103,16:00:00,28.37,0.0,0.35,28.72
"D",4104,16:00:00,28.37,0.0,0.34,28.71
"D",4106,16:00:00,28.37,0.0,0.28,28.65
"D",4107,16:00:00,28.37,0.0,0.66,29.03
"D",4108,16:00:00,28.37,0.0,0.58,28.95
"D",4109,16:00:00,28.37,0.0,0.38,28.75
"D",4113,16:00:00,28.37,0.0,0.52,28.89
"D",4114,16:00:00,28.37,0.0,0.45,28.82
"D",4115,16:00:00,28.37,0.0,0.44,28.81
"D",4117,16:00:00,28.37,0.0,0.47,28.84
"D",4118,16:00:00,28.37,0.0,0.57,28.94
"D",4119,16:00:00,28.37,0.0,0.52,28.89
"D",4120,16:00:00,28.37,0.0,0.57,28.94
"D",4121,16:00:00,28.37,0.0,0.63,29.0
"D",4122,16:00:00,28.37,0.0,0.77,29.14
"D",4123,16:00:00,28.37,0.0,0.66,29.03
"D",4124,16:00:00,28.37,0.0,0.56,28.93
"D",4125,16:00:00,28.37,0.0,0.59,28.96
"D",4128,16:00:00,28.37,0.0,-0.31,28.06
"D",4129,16:00:00,28.37,0.0,-0.19,28.18
"D",4130,16:00:00,28.37,0.0,-0.12,28.25
"D",4132,16:00:00,28.37,0.0,-0.16,28.21
"D",4133,16:00:00,28.37,0.0,-0.11,28.26
"D",4134,16:00:00,28.37,0.0,0.48,28.85
"D",4137,16:00:00,28.37,0.0,-0.43,27.94
"D",4138,16:00:00,28.37,0.0,-0.42,27.95
"D",4139,16:00:00,28.37,0.0,-0.43,27.94
"D",4141,16:00:00,28.37,0.0,-0.26,28.11
"D",4142,16:00:00,28.37,0.0,-0.52,27.85
"D",4143,16:00:00,28.37,0.0,-0.08,28.29
"D",4144,16:00:00,28.37,0.0,-0.16,28.21
"D",4145,16:00:00,28.37,0.0,-0.13,28.24
"D",4146,16:00:00,28.37,0.0,-0.09,28.28
"D",4148,16:00:00,28.37,0.0,-0.56,27.81
"D",4149,16:00:00,28.37,0.0,-0.29,28.08
"D",4150,16:00:00,28.37,0.0,-0.56,27.81
"D",4151,16:00:00,28.37,0.0,-0.63,27.74
"D",4152,16:00:00,28.37,0.0,-0.98,27.39
"D",4153,16:00:00,28.37,0.0,-0.98,27.39
"D",4155,16:00:00,28.37,0.0,-0.98,27.39
"D",4157,16:00:00,28.37,0.0,-0.72,27.65
"D",4158,16:00:00,28.37,0.0,-0.54,27.83
"D",4160,16:00:00,28.37,0.0,-0.58,27.79
"D",4161,16:00:00,28.37,0.0,-0.46,27.91
"D",4162,16:00:00,28.37,0.0,-0.32,28.05
"D",4163,16:00:00,28.37,0.0,-0.3,28.07
"D",4164,16:00:00,28.37,0.0,-0.28,28.09
"D",4165,16:00:00,28.37,0.0,-0.33,28.04
"D",4166,16:00:00,28.37,0.0,-0.31,28.06
"D",4167,16:00:00,28.37,0.0,-0.52,27.85
"D",4168,16:00:00,28.37,0.0,-0.52,27.85
"D",4169,16:00:00,28.37,0.0,-0.31,28.06
"D",4170,16:00:00,28.37,0.0,-0.16,28.21
"D",4171,16:00:00,28.37,0.0,-0.21,28.16
"D",4173,16:00:00,28.37,0.0,-0.28,28.09
"D",4174,16:00:00,28.37,0.0,-0.15,28.22
"D",4175,16:00:00,28.37,0.0,-0.28,28.09
"D",4176,16:00:00,28.37,0.0,-0.23,28.14
"D",4177,16:00:00,28.37,0.0,-0.19,28.18
"D",4178,16:00:00,28.37,0.0,-0.1,28.27
"D",4179,16:00:00,28.37,0.0,-0.28,28.09
"D",4181,16:00:00,28.37,0.0,-0.23,28.14
"D",4182,16:00:00,28.37,0.0,-0.16,28.21
"D",4183,16:00:00,28.37,0.0,-0.13,28.24
"D",4184,16:00:00,28.37,0.0,-0.13,28.24
"D",4185,16:00:00,28.37,0.0,-0.12,28.25
"D",4186,16:00:00,28.37,0.0,-0.18,28.19
"D",4187,16:00:00,28.37,0.0,-0.15,28.22
"D",4188,16:00:00,28.37,0.0,-0.14,28.23
"D",4189,16:00:00,28.37,0.0,0.11,28.48
"D",4190,16:00:00,28.37,0.0,0.15,28.52
"D",4191,16:00:00,28.37,0.0,-0.1,28.27
"D",4192,16:00:00,28.37,0.0,-0.05,28.32
"D",4193,16:00:00,28.37,0.0,0.08,28.45
"D",4196,16:00:00,28.37,0.0,0.17,28.54
"D",4197,16:00:00,28.37,0.0,-0.02,28.35
"D",4198,16:00:00,28.37,0.0,0.5,28.87
"D",4199,16:00:00,28.37,0.0,0.37,28.74
"D",4200,16:00:00,28.37,0.0,0.44,28.81
"D",4201,16:00:00,28.37,0.0,0.44,28.81
"D",4202,16:00:00,28.37,0.0,0.44,28.81
"D",4203,16:00:00,28.37,0.0,0.44,28.81
"D",4204,16:00:00,28.37,0.0,0.44,28.81
"D",4205,16:00:00,28.37,0.0,0.44,28.81
"D",4206,16:00:00,28.37,0.0,0.45,28.82
"D",4207,16:00:00,28.37,0.0,0.45,28.82
"D",4208,16:00:00,28.37,0.0,0.5,28.87
"D",4209,16:00:00,28.37,0.0,0.48,28.85
"D",4210,16:00:00,28.37,0.0,0.48,28.85
"D",4211,16:00:00,28.37,0.0,0.49,28.86
"D",4212,16:00:00,28.37,0.0,0.33,28.7
"D",4213,16:00:00,28.37,0.0,0.23,28.6
"D",4214,16:00:00,28.37,0.0,-0.29,28.08
"D",4215,16:00:00,28.37,0.0,0.25,28.62
"D",4216,16:00:00,28.37,0.0,0.15,28.52
"D",4217,16:00:00,28.37,0.0,0.38,28.75
"D",4218,16:00:00,28.37,0.0,0.26,28.63
"D",4219,16:00:00,28.37,0.0,0.21,28.58
"D",4220,16:00:00,28.37,0.0,0.14,28.51
"D",4221,16:00:00,28.37,0.0,0.03,28.4
"D",4222,16:00:00,28.37,0.0,0.01,28.38
"D",4223,16:00:00,28.37,0.0,0.63,29.0
"D",4226,16:00:00,28.37,0.0,0.55,28.92
"D",4227,16:00:00,28.37,0.0,0.53,28.9
"D",4228,16:00:00,28.37,0.0,0.47,28.84
"D",4229,16:00:00,28.37,0.0,0.46,28.83
"D",4230,16:00:00,28.37,0.0,0.44,28.81
"D",4231,16:00:00,28.37,0.0,0.43,28.8
"D",4232,16:00:00,28.37,0.0,0.43,28.8
"D",4233,16:00:00,28.37,0.0,0.37,28.74
"D",4234,16:00:00,28.37,0.0,0.44,28.81
"D",4235,16:00:00,28.37,0.0,0.49,28.86
"D",4236,16:00:00,28.37,0.0,0.49,28.86
"D",4237,16:00:00,28.37,0.0,0.49,28.86
"D",4238,16:00:00,28.37,0.0,0.39,28.76
"D",4239,16:00:00,28.37,0.0,0.43,28.8
"D",4240,16:00:00,28.37,0.0,0.45,28.82
"D",4241,16:00:00,28.37,0.0,0.45,28.82
"D",4242,16:00:00,28.37,0.0,0.33,28.7
"D",4244,16:00:00,28.37,0.0,0.27,28.64
"D",4245,16:00:00,28.37,0.0,0.4,28.77
"D",4247,16:00:00,28.37,0.0,0.43,28.8
"D",4248,16:00:00,28.37,0.0,0.27,28.64
"D",4249,16:00:00,28.37,0.0,0.27,28.64
"D",4250,16:00:00,28.37,0.0,0.27,28.64
"D",4251,16:00:00,28.37,0.0,-0.04,28.33
"D",4252,16:00:00,28.37,0.0,0.37,28.74
"D",4254,16:00:00,28.37,0.0,0.14,28.51
"D",4255,16:00:00,28.37,0.0,-0.02,28.35
"D",4259,16:00:00,28.37,0.0,0.16,28.53
"D",4260,16:00:00,28.37,0.0,0.23,28.6
"D",4261,16:00:00,28.37,0.0,0.22,28.59
"D",4262,16:00:00,28.37,0.0,0.03,28.4
"D",4263,16:00:00,28.37,0.0,-0.01,28.36
"D",4264,16:00:00,28.37,0.0,-0.56,27.81
"D",4265,16:00:00,28.37,0.0,-0.6,27.77
"D",4266,16:00:00,28.37,0.0,0.07,28.44
"D",4267,16:00:00,28.37,0.0,0.06,28.43
"D",4268,16:00:00,28.37,0.0,0.22,28.59
"D",4269,16:00:00,28.37,0.0,0.17,28.54
"D",4271,16:00:00,28.37,0.0,0.59,28.96
"D",4272,16:00:00,28.37,0.0,0.11,28.48
"D",4273,16:00:00,28.37,0.0,0.05,28.42
"D",4274,16:00:00,28.37,0.0,0.2,28.57
"D",4275,16:00:00,28.37,0.0,-0.43,27.94
"D",4276,16:00:00,28.37,0.0,0.08,28.45
"D",4277,16:00:00,28.37,0.0,0.09,28.46
"D",4279,16:00:00,28.37,0.0,0.08,28.45
"D",4280,16:00:00,28.37,0.0,-0.03,28.34
"D",4282,16:00:00,28.37,0.0,-0.03,28.34
"D",4283,16:00:00,28.37,0.0,-0.03,28.34
"D",4285,16:00:00,28.37,0.0,-0.16,28.21
"D",4286,16:00:00,28.37,0.0,-0.19,28.18
"D",4287,16:00:00,28.37,0.0,-0.11,28.26
"D",4288,16:00:00,28.37,0.0,-0.09,28.28
"D",4289,16:00:00,28.37,0.0,-0.07,28.3
"D",4290,16:00:00,28.37,0.0,0.31,28.68
"D",4291,16:00:00,28.37,0.0,0.37,28.74
"D",4292,16:00:00,28.37,0.0,0.35,28.72
"D",4293,16:00:00,28.37,0.0,0.29,28.66
"D",4295,16:00:00,28.37,0.0,0.26,28.63
"D",4296,16:00:00,28.37,0.0,0.15,28.52
"D",4297,16:00:00,28.37,0.0,0.28,28.65
"D",4298,16:00:00,28.37,0.0,0.09,28.46
"D",4299,16:00:00,28.37,0.0,0.02,28.39
"D",4301,16:00:00,28.37,0.0,-0.06,28.31
"D",4302,16:00:00,28.37,0.0,0.01,28.38
"D",4303,16:00:00,28.37,0.0,0.44,28.81
"D",4304,16:00:00,28.37,0.0,0.46,28.83
"D",4305,16:00:00,28.37,0.0,0.49,28.86
"D",4306,16:00:00,28.37,0.0,0.34,28.71
"D",4307,16:00:00,28.37,0.0,0.02,28.39
"D",4308,16:00:00,28.37,0.0,-0.39,27.98
"D",4309,16:00:00,28.37,0.0,-0.81,27.56
"D",4310,16:00:00,28.37,0.0,-0.82,27.55
"D",4312,16:00:00,28.37,0.0,0.12,28.49
"D",4313,16:00:00,28.37,0.0,-1.19,27.18
"D",4314,16:00:00,28.37,0.0,0.0,28.37
"D",4315,16:00:00,28.37,0.0,0.04,28.41
"D",4316,16:00:00,28.37,0.0,0.06,28.43
"D",4317,16:00:00,28.37,0.0,0.04,28.41
"D",4318,16:00:00,28.37,0.0,0.05,28.42
"D",4319,16:00:00,28.37,0.0,0.29,28.66
"D",4320,16:00:00,28.37,0.0,0.29,28.66
"D",4321,16:00:00,28.37,0.0,0.18,28.55
"D",4322,16:00:00,28.37,0.0,0.38,28.75
"D",4323,16:00:00,28.37,0.0,0.7,29.07
"D",4324,16:00:00,28.37,0.0,0.63,29.0
"D",4325,16:00:00,28.37,0.0,0.2,28.57
"D",4327,16:00:00,28.37,0.0,0.58,28.95
"D",4328,16:00:00,28.37,0.0,0.0,28.37
"D",4329,16:00:00,28.37,0.0,-0.12,28.25
"D",4330,16:00:00,28.37,0.0,-0.26,28.11
"D",4331,16:00:00,28.37,0.0,0.03,28.4
"D",4332,16:00:00,28.37,0.0,0.0,28.37
"D",4333,16:00:00,28.37,0.0,0.22,28.59
"D",4334,16:00:00,28.37,0.0,0.08,28.45
"D",4335,16:00:00,28.37,0.0,0.01,28.38
"D",4336,16:00:00,28.37,0.0,0.14,28.51
"D",4337,16:00:00,28.37,0.0,0.13,28.5
"D",4338,16:00:00,28.37,0.0,0.07,28.44
"D",4339,16:00:00,28.37,0.0,0.2,28.57
"D",4340,16:00:00,28.37,0.0,0.22,28.59
"D",4341,16:00:00,28.37,0.0,0.23,28.6
"D",4342,16:00:00,28.37,0.0,0.23,28.6
"D",4343,16:00:00,28.37,0.0,0.21,28.58
"D",4345,16:00:00,28.37,0.0,0.2,28.57
"D",4346,16:00:00,28.37,0.0,0.17,28.54
"D",4347,16:00:00,28.37,0.0,0.0,28.37
"D",4348,16:00:00,28.37,0.0,0.11,28.48
"D",4349,16:00:00,28.37,0.0,0.07,28.44
"D",4350,16:00:00,28.37,0.0,-0.04,28.33
"D",4351,16:00:00,28.37,0.0,0.04,28.41
"D",4352,16:00:00,28.37,0.0,0.08,28.45
"D",4353,16:00:00,28.37,0.0,0.19,28.56
"D",4355,16:00:00,28.37,0.0,0.2,28.57
"D",4356,16:00:00,28.37,0.0,0.18,28.55
"D",4357,16:00:00,28.37,0.0,0.13,28.5
"D",4358,16:00:00,28.37,0.0,0.5,28.87
"D",4361,16:00:00,28.37,0.0,0.21,28.58
"D",4362,16:00:00,28.37,0.0,0.59,28.96
"D",4364,16:00:00,28.37,0.0,0.06,28.43
"D",4365,16:00:00,28.37,0.0,-1.86,26.51
"D",4366,16:00:00,28.37,0.0,-0.46,27.91
"D",4367,16:00:00,28.37,0.0,-0.85,27.52
